code,name,foreign_name,group_code,group_name,brand,subgroup,uom,sales_uom,price,currency,valid,frozen,sellable,stocked,on_hand,committed,on_order,created,updated,series,warranty,stock_WH-1,stock_WH-2,stock_WH-3,stock_WH-4
(VCS)0045,PERFIT Putty Hand-Mix Fast Set 2min30s 800g,Vincismile Perfit (Putty Hand-Mix)FAST SET/400mlx2,101,Materials,,Dental Impression Materials,,,28.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-27,2026-08-04,,,100000.0,100000.0,100000.0,0.0
(VCS)0046,GumEasy A-Silicone for Gingival Mask (Soft) 50mlx2,Vincismile Gum Easy Gingival(Soft )50mlx2,101,Materials,,Dental Impression Materials,,,28.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-27,2026-08-04,,,100000.0,100000.0,100000.0,0.0
(VCS)0047,GumEasy A-Silicone for Gingival Mask (Hard) 50mlx2,Vincismile Gum Easy Gingival(Hard )50mlx2,101,Materials,,Dental Impression Materials,,,28.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-27,2026-08-04,,,100000.0,100000.0,100000.0,0.0
(VCS)0048,Pro Shield Fluor Protector 5% Sodium 10g Vincismile,Pro Shield Fluor Protector 5%Sodium  10g Vincismile,101,Materials,VINCISMILE,Fluor Protector,,,19.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-07-09,2026-08-14,,,100000.0,100000.0,100000.0,0.0
(VCS)005,Glass Ionomer Cement Filling I A2,Vincismile ស៊ីម៉ង​ Glass lonomer cement Filling I-A2  P15g/L12g,101,Materials,,Glass lonomer Cement,,,21.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-27,2026-08-04,,,100000.0,100000.0,100000.0,0.0
(VCS)006,Glass Ionomer Cement Filling I A3,Vincismile ស៊ីម៉ង​ Glass lonomer cement Filling I -A3 P15g/L12g,101,Materials,,Glass lonomer Cement,,,21.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-27,2026-08-04,,,100000.0,100000.0,100000.0,0.0
(VCS)007,Top CEM-Veneer Light Cure Cement 2.5g A1,Vincismile Top CEM-Veneer Light Cure Cement 2.5g -A1,101,Materials,,TopCEM Adhesives Veneer Cement,,,16.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-27,2026-08-04,,,100000.0,100000.0,100000.0,0.0
(VCS)008,Top CEM-Veneer Light Cure Cement 2.5g A0,Vincismile Top CEM-Veneer Light Cure Cement 2.5g -A0,101,Materials,,TopCEM Adhesives Veneer Cement,,,16.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-27,2026-08-04,,,100000.0,100000.0,100000.0,0.0
(VCS)009,Top CEM-Veneer Light Cure Cement 2.5g A3,Vincismile Top CEM-Veneer Light Cure Cement 2.5g -A3,101,Materials,,TopCEM Adhesives Veneer Cement,,,16.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-27,2026-08-04,,,100000.0,100000.0,100000.0,0.0
(VCS)TFA1,TrusFIL-A1/ 4g,ថ្នាំប៉ះTrusFIL-A1/ 4g,101,Materials,VINCISMILE,Composite,Syringe,Syringe,17.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-07-09,2026-08-14,,,100000.0,100000.0,100000.0,0.0
(VCS)TFA2,TrusFIL-A2 / 4g,ថ្នាំប៉ះTrusFIL-A2 / 4g,101,Materials,VINCISMILE,Composite,Syringe,Syringe,17.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-07-09,2026-08-14,,,100000.0,100000.0,100000.0,0.0
(VCS)TFA3,TrusFIL-A3 / 4g,ថ្នាំប៉ះTrusFIL-A3 / 4g,101,Materials,VINCISMILE,Composite,Syringe,Syringe,17.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-07-09,2026-08-14,,,100000.0,100000.0,100000.0,0.0
(VCS)TFA3.5,TrusFIL-A3.5 / 4g,ថ្នាំប៉ះTrusFIL-A3.5 / 4g,101,Materials,VINCISMILE,Composite,Syringe,Syringe,17.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-07-09,2026-08-14,,,100000.0,100000.0,100000.0,0.0
(VCS)TFEA2,TrusFIL-EA2 / 4g,ថ្នាំប៉ះTrusFIL-EA2 / 4g,101,Materials,VINCISMILE,Composite,Syringe,Syringe,17.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-07-09,2026-08-14,,,100000.0,100000.0,100000.0,0.0
(VCS)TFOA2,TrusFIL-OA2 / 4g,ថ្នាំប៉ះTrusFIL-OA2 / 4g,101,Materials,VINCISMILE,Composite,Syringe,Syringe,17.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-07-09,2026-08-14,,,100000.0,100000.0,100000.0,0.0
(VCS)T-SHIRT,"Vincismile Shirt S,M,L,XL","Vincismile អាវយឺត​Vincismile S,M,L,XL",101,Materials,VINCISMILE,Shirt,Kit,Kit,10.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-27,2026-08-04,(VCS)T-SHIRT,,100000.0,100000.0,100000.0,0.0
(VCS)XBLEND,TrusFIL X-Blend Universal Composite Restorative,VinciSmile X-Blend ថ្នាំប៉ះប្រែតាមពណ័ធ្មេញ,101,Materials,VINCISMILE,Composite,Syringe,Syringe,23.5,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-29,2026-08-04,,,100000.0,100000.0,100000.0,0.0
(W) DISCLOSER P,DISCLOSER- P Biofilm Discloser (Two Colors),ថ្នាំមើលរាក់ស៊ី DISCLOSER- P/ Biofilm Discloser,101,Materials,Woodpecker,Discloser,,,5.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-07-09,2026-08-14,,,100000.0,100000.0,100000.0,0.0
(W)FAST,Fast Prophylaxis Powder,ម្សៅបាញ់ចន្លោះ FAST Woodpecker,101,Materials,Woodpecker,Air Polisher,,,12.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-29,2026-08-04,,,100000.0,100000.0,100000.0,0.0
(W)GENTLE,Gentle Mini Prophylaxis Powder,ម្សៅបាញ់ចន្លោះ Gentle Mini Woodpecker,101,Materials,Woodpecker,Air Polisher,,,12.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-29,2026-08-04,,,100000.0,100000.0,100000.0,0.0
(W)NITI FILE,NiTi File Set,ម្ជុលសំអាត​ NiTi File គ្រប់លេខ woodpecker,101,Materials,,File,,,6.5,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-27,2026-08-04,,,100000.0,100000.0,100000.0,0.0
(W)SUPERPRO,Super Pro Prophylaxis Powder,ម្សៅបាញ់ចន្លោះ Super Pro Woodpecker,101,Materials,Woodpecker,Air Polisher,,,12.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-29,2026-08-04,,,100000.0,100000.0,100000.0,0.0
(W)TIPE70,Tips of Ultrasonic endo E70 x1pcs,Tips of Ultrasonic endo E70 /1pcs ''Woodpecker,101,Materials,Woodpecker,Tips,pcs,pcs,14.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-07-09,2026-08-04,,,100000.0,100000.0,100000.0,0.0
(W)TIPE71,Tips of Ultrasonic endo E71 x1pcs,Tips of Ultrasonic endo E71 /1pcs ''Woodpecker,101,Materials,Woodpecker,Tips,pcs,pcs,14.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-07-09,2026-08-04,,,100000.0,100000.0,100000.0,0.0
(W)TIPE96,Tips of Ultrasonic endo E96 x1pcs,Tips of Ultrasonic endo E96 /1pcs ''Woodpecker,101,Materials,Woodpecker,Tips,pcs,pcs,14.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-07-09,2026-08-04,,,100000.0,100000.0,100000.0,0.0
(W)TIPE99,Tips of Ultrasonic endo E99 x1pcs,Tips of Ultrasonic endo E99 /1pcs ''Woodpecker,101,Materials,Woodpecker,Tips,pcs,pcs,14.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-07-09,2026-08-04,,,100000.0,100000.0,100000.0,0.0
(W)T-SHIRT,"Woodpecker Shirt S,M,L,XL","អាវយឺត​WOODPECKER S,M,L,XL",101,Materials,Woodpecker,Shirt,Kit,Kit,10.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-27,2026-08-04,(W)T-SHIRT,,100000.0,100000.0,100000.0,0.0
(W)US1,Tip of Piezo US1,Tip of Piezo US1 ''Woodpecker,101,Materials,Woodpecker,Tips,pcs,pcs,22.5,USD,1,0,1,1,300000.0,0.0,0.0,2026-07-09,2026-08-04,,,100000.0,100000.0,100000.0,0.0
(W)US2,Tip of Piezo US2,Tip of Piezo US2 ''Woodpecker,101,Materials,Woodpecker,Tips,pcs,pcs,22.5,USD,1,0,1,1,300000.0,0.0,0.0,2026-07-09,2026-08-04,,,100000.0,100000.0,100000.0,0.0
(WM)AS-1000-XC,PE Arm Sleeves Bag of 100,ថង់រុំដៃ 1Package = 100ដៃ Qualident,101,Materials,Qualident,Apparets,Package,Package,6.8,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-27,2026-08-04,,,100000.0,100000.0,100000.0,0.0
(WM)BC-21,"""Bouffant Caps 21"""" 100pcs/bag""","មួកពេទ្យរួញ Qualident 21"" 100pcs/bag",101,Materials,Qualident,Apparets,Package,Package,3.5,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-27,2026-08-04,,,100000.0,100000.0,100000.0,0.0
(WM)BC-21G,BC-21 Green x100pcs,"មួករួញ BC-21 Green ,100pcs/bag",101,Materials,Qualident,Consumable,Bag,Bag,3.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-07-09,2026-08-14,,,100000.0,100000.0,100000.0,0.0
(WM)BC-21W,BC-21 White x100pcs,"មួករួញ BC- 21""White 100pcs/bag",101,Materials,Qualident,Consumable,Bag,Bag,3.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-07-09,2026-08-14,,,100000.0,100000.0,100000.0,0.0
(WM)BFR-002E,Plastic Cover for Intrument 4x6 Blue x1200sheet,ផ្លាស្ទីកបិតសំភារះ4'x6' Blue 1200 sheets/ roll,101,Materials,Qualident,Consumable,Roll,Roll,8.3,USD,1,0,1,1,300000.0,0.0,0.0,2026-07-09,2026-08-14,,,100000.0,100000.0,100000.0,0.0
(WM)BH-001B,Bur Holder,Boxដាក់ដែកស្វាន Qualident,101,Materials,Qualident,Box,pcs,pcs,3.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-29,2026-08-04,,,100000.0,100000.0,100000.0,0.0
(WM)BH-001W,Bur Holders 1pcs/box,ប្រអប់ដែកស្វាន(ស)Bur Holders 1pc/box,101,Materials,Qualident,Holder,,,2.5,USD,1,0,1,1,300000.0,0.0,0.0,2026-07-09,2026-08-04,,,100000.0,100000.0,100000.0,0.0
(WM)CP-001,Blue Mask CP-001B / 3 Layers,ម៉ាសខៀវ​​ CP-001B /3 Layers,101,Materials,Qualident,Mask,,,1.8,USD,1,0,1,1,300000.0,0.0,0.0,2026-07-09,2026-08-04,,,100000.0,100000.0,100000.0,0.0
(WM)CP-001 BLUE,ECO Plus Procedure Masks Type IIR Blue,ម៉ាស ខៀវ Qualident ​(3 Layers),101,Materials,,Style Mask,,,1.9,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-27,2026-08-04,,,100000.0,100000.0,100000.0,0.0
(WM)CP-002,Whtie Mask CP-001W? / 3 Layers,ម៉ាសស​ CP-001W​ /3 Layers,101,Materials,Qualident,Mask,,,1.8,USD,1,0,1,1,300000.0,0.0,0.0,2026-07-09,2026-08-04,,,100000.0,100000.0,100000.0,0.0
(WM)CP-002 WHITE,ECO Plus Procedure Masks Type IIR White,"ម៉ាស,ស​​​ Qualident ​(3 Layers)",101,Materials,,Style Mask,,,1.9,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-27,2026-08-04,,,100000.0,100000.0,100000.0,0.0
(WM)CP-013,Cyan Mask CP-001 Capri Breeze,ម៉ាសហ្គិច CP-001 Capri Breeze /3 Layers,101,Materials,Qualident,Mask,,,1.8,USD,1,0,1,1,300000.0,0.0,0.0,2026-07-09,2026-08-04,,,100000.0,100000.0,100000.0,0.0
(WM)CP-013 CAPRI BREEZE,ECO Plus Procedure Masks Type IIR Green,"ម៉ាស,ហ្គិច​ Qualident ​(3 Layers)",101,Materials,,Style Mask,,,1.9,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-27,2026-08-04,,,100000.0,100000.0,100000.0,0.0
(WM)CPB-001,Cotton Pallet 500g,សំឡីគ្រាប់Cotton Pellets ​500g,101,Materials,Qualident,Cotton Products,Package,Package,5.5,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-27,2026-08-04,,,100000.0,100000.0,100000.0,0.0
(WM)CRD-001B​ BLUE,Qualident Cotton Roll Dispensers-Roller Type BLUE,Boxដាក់សំឡី Qualident ខៀវ,101,Materials,Qualident,Dental Diposables,Kit,Kit,6.5,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-27,2026-07-09,(WM)CRD-001B? BLUE,,100000.0,100000.0,100000.0,0.0
(WM)CRD-001W​ WHITE,Qualident Cotton Roll Dispensers-Roller Type WHITE,Boxដាក់សំឡី Qualident ស,101,Materials,Qualident,Dental Diposables,Kit,Kit,6.5,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-27,2026-07-09,(WM)CRD-001W? WHITE,,100000.0,100000.0,100000.0,0.0
(WM)CRG-001,"""Cotton Dental Roll 5/16"""" 1000pcs""","សំឡីដើមតូច​ 5/16"" (1000pcs/pack)",101,Materials,Qualident,Cotton Products,Package,Package,5.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-27,2026-08-04,,,100000.0,100000.0,100000.0,0.0
(WM)CRG-002,"""Cotton Dental Roll 3/8"""" 1000pcs""","សំឡីដើមធំ​ 3/8"" (1000pcs/pack)",101,Materials,Qualident,Cotton Products,Package,Package,6.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-27,2026-08-04,,,100000.0,100000.0,100000.0,0.0
(WM)CRX-001,"""Cotton Dental Roll? 5/16"""" 2000pcs""","សំឡីដើមមូល​ 5/16"" (2000pcs/box)",101,Materials,,Cotton Products,,,8.5,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-27,2026-08-04,,,100000.0,100000.0,100000.0,0.0
(WM)CRX-002,"""Cotton Dental Roll 3/8"""" 2000pcs""","សំឡីដើមមូល​ 3/8"" (2000pcs/box)",101,Materials,,Cotton Products,,,10.5,USD,1,0,1,1,299988.0,0.0,0.0,2026-06-27,2026-08-04,,,99988.0,100000.0,100000.0,0.0
(WM)DMP-003,Mixing Paper 7.6x12.7cm,ក្រដាសលាយស៊ីម៉ង 7.6x12.7cm 10pads/box,101,Materials,Qualident,Mixing,,,1.4,USD,1,0,1,1,300000.0,0.0,0.0,2026-07-09,2026-08-04,,,100000.0,100000.0,100000.0,0.0
(WM)DTA-007,DTA-007 Dental Toothbrush,ច្រាស់ដុសធ្មេញ DTA-007 /12pcs/box,101,Materials,Qualident,Toothbrush,,,0.6,USD,1,0,1,1,300000.0,0.0,0.0,2026-07-09,2026-08-04,,,100000.0,100000.0,100000.0,0.0
(WM)FSE-001S,Plastic Face Shield 10pcs,ជ័ររបាំងមុខ shield for 001(10pcs/pack),101,Materials,Qualident,Face Shield,Packs,Packs,3.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-07-09,2026-08-04,,,100000.0,100000.0,100000.0,0.0
(WM)GS-001,Compressed Cotton 8ply,កំប្រេស GS-001 5*x5cm 8ply 100pcs/bg,101,Materials,Qualident,Cotton,Bag,Bag,1.3,USD,1,0,1,1,300000.0,0.0,0.0,2026-07-09,2026-08-14,,,100000.0,100000.0,100000.0,0.0
(WM)HC-1013,Headrest Cover 100pcs,ស្រោមគ្របសំភារៈ 100pcs,101,Materials,Qualident,Barrier Sleeves,Kit,Kit,5.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-27,2026-08-04,(WM)HC-1013,,100000.0,100000.0,100000.0,0.0
(WM)HL-6582-1,X-Ray Sensor Sleeves 500pcs,X-Ray Sensor Sleeves 500pcs,101,Materials,,Barrier Sleeves,,,8.5,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-27,2026-08-04,,,100000.0,100000.0,100000.0,0.0
(WM)IG-002,Isolation Gowns Blue 10pcs/bag,អាវវះកាត់ខៀវ 10pcs/bag Qualident,101,Materials,Qualident,Apparets,Package,Package,7.5,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-27,2026-08-04,,,100000.0,100000.0,100000.0,0.0
(WM)NWS-001,Non-Woven Sponges,ស្ពង់ ឬ កំប្រេស Qualident,101,Materials,Qualident,Cotton Products,,,1.3,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-27,2026-08-04,,,100000.0,100000.0,100000.0,0.0
(WM)OTA-000,Ortho Toothbrush OTA-000,ច្រាស់ដុសធ្មេញអុកតូ OTA-000/ 12pcs/box,101,Materials,Qualident,Toothbrush,,,0.9,USD,1,0,1,1,300000.0,0.0,0.0,2026-07-09,2026-08-04,,,100000.0,100000.0,100000.0,0.0
(WM)OW-001,Orthodontic WAX 50pcs,ក្រមួន Orthodontic wax 50/box,101,Materials,Qualident,Wax,,,12.5,USD,1,0,1,1,300000.0,0.0,0.0,2026-07-09,2026-08-04,,,100000.0,100000.0,100000.0,0.0
(WM)PT-001E,Tray Cover Patient Bibs White,ប៊ីបស125pcs/bag Qualident,101,Materials,Qualident,Bibs,Package,Package,5.5,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-27,2026-08-04,,,100000.0,100000.0,100000.0,0.0
(WM)PT-001S,Tray Cover Patients with Tie-on-Belts 45cmx33cm,បីបខ្សែតូច​​​​​​​ 125pcs/bag Qualident,101,Materials,Qualident,Bibs,Package,Package,7.5,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-27,2026-08-04,,,100000.0,100000.0,100000.0,0.0
(WM)PT-002E,Tray Cover Patient Bibs Blue,ប៊ីបខៀវ 125pcs/bag Qualident,101,Materials,Qualident,Bibs,Package,Package,5.5,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-27,2026-08-04,,,100000.0,100000.0,100000.0,0.0
(WM)PT-002S,Tray Cover Patients with Tie-on-Belts 45cmx60cm,ប៊ីបខ្សែធំ 125pcs/bag Qualident,101,Materials,Qualident,Bibs,Package,Package,9.5,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-27,2026-08-04,,,100000.0,100000.0,100000.0,0.0
(WM)PT-003E,Patient Bibs Pink 125pcs/bag,ប៊ីបឈូក125pcs/bag Qualident,101,Materials,Qualident,Trays & Tray Cover,Package,Package,5.5,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-27,2026-08-04,,,100000.0,100000.0,100000.0,0.0
(WM)PT-004E,Tray Cover Patient Bibs Green,ប៊ីបបៃតង125pcs/bag Qualident,101,Materials,Qualident,Bibs,Package,Package,5.5,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-27,2026-08-04,,,100000.0,100000.0,100000.0,0.0
(WM)PT-005E,Patient Bibs Purple  125pcs/bag,ប៊ីបស្វាយ125pcs/bag  Qualident,101,Materials,Qualident,Trays & Tray Cover,Package,Package,5.5,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-27,2026-08-04,,,100000.0,100000.0,100000.0,0.0
(WM)SCPE-4115,SCPE- 1415 Blue Sock 100pcs,ស្រោមជើង SCPE- 1415 Blue 100pcs/bag,101,Materials,Qualident,Socks,Bag,Bag,4.5,USD,1,0,1,1,300000.0,0.0,0.0,2026-07-09,2026-08-14,,,100000.0,100000.0,100000.0,0.0
(WM)SE-AC,Saliva Ejector,ទុយោបឺតទឹកមាត់ Qualident,101,Materials,Qualident,Dental Diposables,Package,Package,3.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-27,2026-08-04,,,100000.0,100000.0,100000.0,0.0
(WM)STA-001,Surgical Tips White 25pcs,ទុយោវះកាត់(ស)Surgical Tips 25p/bag,101,Materials,Qualident,Tips,Bag,Bag,2.5,USD,1,0,1,1,300000.0,0.0,0.0,2026-07-09,2026-08-14,,,100000.0,100000.0,100000.0,0.0
(WM)STA-003,Surgical Tips Blue 25pcs,ទុយោវះកាត់(ខៀវ)Surgical Tips 25p/bag,101,Materials,Qualident,Tips,Bag,Bag,2.8,USD,1,0,1,1,300000.0,0.0,0.0,2026-07-09,2026-08-14,,,100000.0,100000.0,100000.0,0.0
(XH)0001,Beyond Series Standard MBT/022/ no hook,Beyond Series Standard MBT/022/ no hook,101,Materials,,Metal Bracket Beyond Series,,,8.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-27,2026-08-04,,,100000.0,100000.0,100000.0,0.0
(XH)0002,Beyond Series Standard MBT/022/ hook-3,Beyond Series Standard MBT/022/ hook-3,101,Materials,,Metal Bracket Beyond Series,,,8.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-27,2026-08-04,,,100000.0,100000.0,100000.0,0.0
(XH)0003,Beyond Series Standard MBT/022/ hook-3.4.5,Beyond Series Standard MBT/022/ hook-3.4.5,101,Materials,,Metal Bracket Beyond Series,,,8.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-27,2026-08-04,,,100000.0,100000.0,100000.0,0.0
(XH)0004,FancySeries Mini MBT/022/ hook3,FancySeries Mini MBT/022/ hook3,101,Materials,,Metal Bracket Fancy Series,,,10.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-27,2026-08-04,,,100000.0,100000.0,100000.0,0.0
(XH)0005,FancySeries Mini MBT/022/ hook3.4.5,FancySeries Mini MBT/022/ hook3.4.5,101,Materials,,Metal Bracket Fancy Series,,,10.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-27,2026-08-04,,,100000.0,100000.0,100000.0,0.0
(XH)0006,#6 Bondable buccaltub simgle non-con MBT/022/ 4*1,#6 Bondable buccaltub single non-con MBT/022/ 4*1,101,Materials,XIHUBIOM,Edgewise Buccal Tube,Package,Package,4.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-27,2026-08-04,,,100000.0,100000.0,100000.0,0.0
(XH)0007,#7 Bondable buccaltub simgle non-con MBT/022/ 4*1,#7 Bondable buccaltub single non-con MBT/022/ 4*1,101,Materials,XIHUBIOM,Edgewise Buccal Tube,Package,Package,4.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-27,2026-08-04,,,100000.0,100000.0,100000.0,0.0
(XH)0008,#6 Fancy Series buccaltub simgle non-con MBT/022/ 4*1,#6 Fancy Series buccaltub single non-con MBT/022/ 4*1,101,Materials,XIHUBIOM,Metal Bracket Fancy Series,Package,Package,4.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-27,2026-08-04,,,100000.0,100000.0,100000.0,0.0
(XH)0009,#7 Fancy Series buccaltub simgle non-con MBT/022/ 4*1,#7 Fancy Series buccaltub single non-con MBT/022/ 4*1,101,Materials,XIHUBIOM,Metal Bracket Fancy Series,Package,Package,4.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-27,2026-08-04,,,100000.0,100000.0,100000.0,0.0
(XH)0010,"""Blue glue """"Set""","Blue glue ""Set",101,Materials,,Other Buccal Tube,,,16.5,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-27,2026-08-04,,,100000.0,100000.0,100000.0,0.0
(XH)00100,"Ceramic Self ligating BRACKET MBT 3,4,5 #Hooks","Ceramic Self ligating BRACKET MBT 3,4,5 #Hooks",101,Materials,,Adhesive,,,88.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-27,2026-08-04,,,100000.0,100000.0,100000.0,0.0
(XH)0011,ELite Self Ligating MBT Hook3.4.5,ELite Self Ligating MBT Hook3.4.5,101,Materials,,Ceramic Self Ligating Bracket,,,55.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-27,2026-08-04,,,100000.0,100000.0,100000.0,0.0
(XH)0012,"""Light Cure Orthobonding """"Set""","Light Cure Orthobonding ""Set",101,Materials,,Adhesive,,,25.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-27,2026-08-04,,,100000.0,100000.0,100000.0,0.0
(XH)0013,"""Niti Closed Spring with eyelet 0.010"""" 6.0mm""","Niti Closed Spring with eyelet 0.010"" 6.0mm",101,Materials,XIHUBIOM,Wire & Wire Product,Package,Package,5.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-27,2026-08-04,,,100000.0,100000.0,100000.0,0.0
(XH)0014,"""Niti Closed Spring with eyelet 0.010"""" 9.0mm""","Niti Closed Spring with eyelet 0.010"" 9.0mm",101,Materials,XIHUBIOM,Wire & Wire Product,Package,Package,5.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-27,2026-08-04,,,100000.0,100000.0,100000.0,0.0
(XH)0015,"""Niti Closed Spring with eyelet 0.010"""" 12.0mm""","Niti Closed Spring with eyelet 0.010"" 12.0mm",101,Materials,XIHUBIOM,Wire & Wire Product,Package,Package,5.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-27,2026-08-04,,,100000.0,100000.0,100000.0,0.0
(XH)0016,"""Niti Closed Spring with eyelet 0.012"""" 6.0mm""","Niti Closed Spring with eyelet 0.012"" 6.0mm",101,Materials,XIHUBIOM,Wire & Wire Product,Package,Package,5.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-27,2026-08-04,,,100000.0,100000.0,100000.0,0.0
(XH)0017,"""Niti Closed Spring with eyelet 0.012"""" 9.0mm""","Niti Closed Spring with eyelet 0.012"" 9.0mm",101,Materials,XIHUBIOM,Wire & Wire Product,Package,Package,5.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-27,2026-08-04,,,100000.0,100000.0,100000.0,0.0
(XH)0018,"""Niti Closed Spring with eyelet 0.012"""" 12.0mm""","Niti Closed Spring with eyelet 0.012"" 12.0mm",101,Materials,XIHUBIOM,Wire & Wire Product,Package,Package,5.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-27,2026-08-04,,,100000.0,100000.0,100000.0,0.0
(XH)0019,"""Niti Closed Implant Spring  0.010"""" 9.0mm""","Niti Closed Implant Spring  0.010"" 9.0mm",101,Materials,XIHUBIOM,Wire & Wire Product,Package,Package,5.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-27,2026-08-04,,,100000.0,100000.0,100000.0,0.0
(XH)0020,"""Niti Closed Implant Spring  0.010"""" 12.0mm""","Niti Closed Implant Spring  0.010"" 12.0mm",101,Materials,XIHUBIOM,Wire & Wire Product,Package,Package,5.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-27,2026-08-04,,,100000.0,100000.0,100000.0,0.0
(XH)0021,"""Niti Closed Implant Spring  0.012"""" 9.0mm""","Niti Closed Implant Spring  0.012"" 9.0mm",101,Materials,XIHUBIOM,Wire & Wire Product,Package,Package,5.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-27,2026-08-04,,,100000.0,100000.0,100000.0,0.0
(XH)0022,"""Niti Closed Implant Spring  0.012"""" 12.0mm""","Niti Closed Implant Spring  0.012"" 12.0mm",101,Materials,XIHUBIOM,Wire & Wire Product,Package,Package,5.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-27,2026-08-04,,,100000.0,100000.0,100000.0,0.0
(XH)0023,"""Niti Opening Spring  0.010""""""","Niti Opening Spring  0.010""",101,Materials,XIHUBIOM,Wire & Wire Product,Package,Package,5.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-27,2026-08-04,,,100000.0,100000.0,100000.0,0.0
(XH)0024,"""Niti Opening Spring  0.012""""""","Niti Opening Spring  0.012""",101,Materials,XIHUBIOM,Wire & Wire Product,Package,Package,5.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-27,2026-08-04,,,100000.0,100000.0,100000.0,0.0
